""	"feature"	"metadata"	"value"	"coef"	"stderr"	"pval"	"qval"	"base.model"	"tweedie.index"	"N"	"N.not.zero"	"percent.zero"
"1-linoleoyl-GPE (18:2)*"	"1-linoleoyl-GPE (18:2)*"	"Group"	"RYGB"	-0.0611444126289987	0.156633098647658	0.7031061033562	0.852118302215641	"CPLM"	1.99	15	15	0
"oleoyl-oleoyl-glycerol (18:1/18:1)  [1]*"	"oleoyl-oleoyl-glycerol (18:1/18:1)  [1]*"	"Group"	"RYGB"	-0.0949139400570831	0.244441401668255	0.704602727343186	0.853054483874895	"CPLM"	1.99	15	15	0
"3-(4-hydroxyphenyl)lactate (HPLA)"	"3-(4-hydroxyphenyl)lactate (HPLA)"	"Group"	"RYGB"	-0.0777165246749192	0.205896970492204	0.712427669339537	0.860246084256384	"CPLM"	1.99	15	15	0
"1,5-anhydroglucitol (1,5-AG)"	"1,5-anhydroglucitol (1,5-AG)"	"Group"	"RYGB"	-0.0651344063323356	0.172756196217527	0.712733597821928	0.860246084256384	"CPLM"	1.01	15	15	0
"6-oxolithocholate"	"6-oxolithocholate"	"Group"	"RYGB"	0.214793950166335	0.572893538535423	0.714256234759663	0.860468639895206	"CPLM"	1.99	15	15	0
"3-amino-2-piperidone"	"3-amino-2-piperidone"	"Group"	"RYGB"	0.0586055148308699	0.157910883134087	0.717009832001986	0.861875083773815	"CPLM"	1.99	15	15	0
"2S,3R-dihydroxybutyrate"	"2S,3R-dihydroxybutyrate"	"Group"	"RYGB"	0.134813593326804	0.368903814516431	0.721140529629392	0.862440146094846	"CPLM"	1.746	15	15	0
"2R,3R-dihydroxybutyrate"	"2R,3R-dihydroxybutyrate"	"Group"	"RYGB"	0.0870164592931999	0.236386673327842	0.71920212594312	0.862440146094846	"CPLM"	1.01	15	15	0
"beta-guanidinopropanoate"	"beta-guanidinopropanoate"	"Group"	"RYGB"	0.116649911140952	0.318520231074907	0.720572850158075	0.862440146094846	"CPLM"	1.99	15	15	0
"betaine"	"betaine"	"Group"	"RYGB"	0.0519555430806999	0.143310909938081	0.723255365254404	0.86321663654477	"CPLM"	1.01	15	15	0
"mannose"	"mannose"	"Group"	"RYGB"	-0.0547859732969519	0.153023288872213	0.726544212201666	0.865825925582361	"CPLM"	1.01	15	15	0
"erucate (22:1n9)"	"erucate (22:1n9)"	"Group"	"RYGB"	-0.0799671479964609	0.2259974536751	0.729597213331853	0.867270955908096	"CPLM"	1.01	15	15	0
"oleoyl-arachidonoyl-glycerol (18:1/20:4) [2]*"	"oleoyl-arachidonoyl-glycerol (18:1/20:4) [2]*"	"Group"	"RYGB"	0.0761984923775234	0.216125627814424	0.730528920251643	0.867503092798825	"CPLM"	1.99	15	15	0
"hexanoylcarnitine (C6)"	"hexanoylcarnitine (C6)"	"Group"	"RYGB"	-0.0645492274242429	0.185991065006273	0.73456008239782	0.868808540423091	"CPLM"	1.99	15	15	0
"glycosyl-N-stearoyl-sphingosine (d18:1/18:0)"	"glycosyl-N-stearoyl-sphingosine (d18:1/18:0)"	"Group"	"RYGB"	-0.13988917145584	0.403103306495533	0.734578358456196	0.868808540423091	"CPLM"	1.99	15	15	0
"methionine"	"methionine"	"Group"	"RYGB"	0.0579201330349417	0.167710087209155	0.735803140919272	0.869028501660019	"CPLM"	1.01	15	15	0
"nonadecanoate (19:0)"	"nonadecanoate (19:0)"	"Group"	"RYGB"	-0.0552845968418719	0.160622474069888	0.736659964205121	0.869028501660019	"CPLM"	1.01	15	15	0
"adrenate (22:4n6)"	"adrenate (22:4n6)"	"Group"	"RYGB"	0.109569202437225	0.318740651379057	0.736977481458709	0.869028501660019	"CPLM"	1.99	15	15	0
"kynurenine"	"kynurenine"	"Group"	"RYGB"	-0.0572711676666571	0.171789818792476	0.744600871831856	0.874832338357357	"CPLM"	1.99	15	15	0
"3-hydroxy-2-ethylpropionate"	"3-hydroxy-2-ethylpropionate"	"Group"	"RYGB"	-0.0745909414196948	0.227636132244423	0.748802610635967	0.875957770932641	"CPLM"	1.99	15	15	0
"N-monomethylarginine"	"N-monomethylarginine"	"Group"	"RYGB"	0.0740037642890432	0.224760372192458	0.747637635390345	0.875957770932641	"CPLM"	1.01	15	15	0
"palmitoyl-oleoyl-glycerol (16:0/18:1) [2]*"	"palmitoyl-oleoyl-glycerol (16:0/18:1) [2]*"	"Group"	"RYGB"	0.0842740663232912	0.257067922485516	0.748690648233218	0.875957770932641	"CPLM"	1.99	15	15	0
"histamine"	"histamine"	"Group"	"RYGB"	-0.176897940538952	0.546164629988765	0.751595829680252	0.876746380557528	"CPLM"	1.99	15	15	0
"dimethylarginine (ADMA + SDMA)"	"dimethylarginine (ADMA + SDMA)"	"Group"	"RYGB"	-0.037250641386867	0.115064424861266	0.751709545299748	0.876746380557528	"CPLM"	1.99	15	15	0
"orotidine"	"orotidine"	"Group"	"RYGB"	-0.0501128481620874	0.155360593277902	0.752580396024477	0.876893873903892	"CPLM"	1.99	15	15	0
"phenylacetate"	"phenylacetate"	"Group"	"RYGB"	0.198083277077617	0.637944406799834	0.76150579702604	0.880497573041267	"CPLM"	1.99	15	15	0
"margarate (17:0)"	"margarate (17:0)"	"Group"	"RYGB"	-0.0443260718611299	0.143737551240178	0.763079377838375	0.880497573041267	"CPLM"	1.99	15	15	0
"eicosenoate (20:1n9 or 1n11)"	"eicosenoate (20:1n9 or 1n11)"	"Group"	"RYGB"	-0.0656613480409181	0.212985710996734	0.763147726719128	0.880497573041267	"CPLM"	1.01	15	15	0
"glycerophosphoglycerol"	"glycerophosphoglycerol"	"Group"	"RYGB"	0.0800733474891853	0.25964533781149	0.763069651181545	0.880497573041267	"CPLM"	1.99	15	15	0
"5-methyl-2'-deoxycytidine"	"5-methyl-2'-deoxycytidine"	"Group"	"RYGB"	0.0543932277671369	0.176060277326191	0.762660251825882	0.880497573041267	"CPLM"	1.562	15	15	0
"N,N,N-trimethyl-alanylproline betaine (TMAP)"	"N,N,N-trimethyl-alanylproline betaine (TMAP)"	"Group"	"RYGB"	0.112382581633664	0.370471321054655	0.766817852758313	0.882507482116792	"CPLM"	1.99	15	15	0
"N-oleoyltaurine"	"N-oleoyltaurine"	"Group"	"RYGB"	-0.0646186569999663	0.213318646654187	0.767137234030216	0.882507482116792	"CPLM"	1.99	15	15	0
"1-palmitoleoyl-GPC* (16:1)*"	"1-palmitoleoyl-GPC* (16:1)*"	"Group"	"RYGB"	-0.0578008017433922	0.190108911457837	0.766304696516623	0.882507482116792	"CPLM"	1.652	15	15	0
"4-guanidinobutanoate"	"4-guanidinobutanoate"	"Group"	"RYGB"	-0.0816788479341285	0.272782055041045	0.769735596327091	0.883975268804127	"CPLM"	1.148	15	15	0
"sphingomyelin (d18:1/20:2, d18:2/20:1, d16:1/22:2)*"	"sphingomyelin (d18:1/20:2, d18:2/20:1, d16:1/22:2)*"	"Group"	"RYGB"	-0.0739300259890711	0.25056720628669	0.77299769953145	0.886641832001931	"CPLM"	1.593	15	15	0
"N6-acetyllysine"	"N6-acetyllysine"	"Group"	"RYGB"	0.048020284857496	0.169570958783813	0.781859571259837	0.888460030308793	"CPLM"	1.747	15	15	0
"indoleacetylglycine"	"indoleacetylglycine"	"Group"	"RYGB"	0.081745772633975	0.297974116445881	0.788490090863558	0.888460030308793	"CPLM"	1.654	15	15	0
"prolylhydroxyproline"	"prolylhydroxyproline"	"Group"	"RYGB"	0.0764837175412087	0.278529022009755	0.788294835907862	0.888460030308793	"CPLM"	1.01	15	15	0
"arachidonoylcholine"	"arachidonoylcholine"	"Group"	"RYGB"	-0.0910860379897069	0.330321808478898	0.787431675983459	0.888460030308793	"CPLM"	1.99	15	15	0
"N-behenoyl-sphingadienine (d18:2/22:0)*"	"N-behenoyl-sphingadienine (d18:2/22:0)*"	"Group"	"RYGB"	-0.0937472954323252	0.324598079581514	0.777654957773989	0.888460030308793	"CPLM"	1.311	15	15	0
"sphingomyelin (d18:1/22:2, d18:2/22:1, d16:1/24:2)*"	"sphingomyelin (d18:1/22:2, d18:2/22:1, d16:1/24:2)*"	"Group"	"RYGB"	-0.0326644644849146	0.117164077080107	0.785150333940042	0.888460030308793	"CPLM"	1.99	15	15	0
"pyridoxal"	"pyridoxal"	"Group"	"RYGB"	-0.0430513873604922	0.160736696783989	0.793372308207126	0.890088170540947	"CPLM"	1.99	15	15	0
"oleoyl-oleoyl-glycerol (18:1/18:1) [2]*"	"oleoyl-oleoyl-glycerol (18:1/18:1) [2]*"	"Group"	"RYGB"	-0.0727274265290581	0.282265074701913	0.801037401236595	0.897832596248058	"CPLM"	1.99	15	15	0
"arachidonate (20:4n6)"	"arachidonate (20:4n6)"	"Group"	"RYGB"	0.0534524200558034	0.209608228519049	0.803032571741268	0.89783687071113	"CPLM"	1.99	15	15	0
"2-piperidinone"	"2-piperidinone"	"Group"	"RYGB"	0.129286268917313	0.511665029597729	0.804793722511327	0.89783687071113	"CPLM"	1.99	15	15	0
"pantothenate (Vitamin B5)"	"pantothenate (Vitamin B5)"	"Group"	"RYGB"	-0.0490702975653672	0.197160863639831	0.807658738504156	0.899264644572681	"CPLM"	1.99	15	15	0
"2-oxindole-3-acetate"	"2-oxindole-3-acetate"	"Group"	"RYGB"	0.062937716727742	0.258684631144398	0.811883067600475	0.903114498237356	"CPLM"	1.754	15	15	0
"N-acetylphenylalanine"	"N-acetylphenylalanine"	"Group"	"RYGB"	-0.0874776751640078	0.387669052571669	0.825270708478962	0.910073009838872	"CPLM"	1.901	15	15	0
"cysteine sulfinic acid"	"cysteine sulfinic acid"	"Group"	"RYGB"	0.0828205907633779	0.36830466832613	0.82586421690811	0.910073009838872	"CPLM"	1.99	15	15	0
"1-palmitoyl-2-oleoyl-GPE (16:0/18:1)"	"1-palmitoyl-2-oleoyl-GPE (16:0/18:1)"	"Group"	"RYGB"	0.0441141230182791	0.195281694479486	0.825081001339729	0.910073009838872	"CPLM"	1.99	15	15	0
"sphingomyelin (d18:1/24:1, d18:2/24:0)*"	"sphingomyelin (d18:1/24:1, d18:2/24:0)*"	"Group"	"RYGB"	-0.0331539926625057	0.145205914960376	0.82323880941618	0.910073009838872	"CPLM"	1.99	15	15	0
"indoleacetate"	"indoleacetate"	"Group"	"RYGB"	-0.0771278780724234	0.35083040635623	0.829688226154535	0.912579580214792	"CPLM"	1.99	15	15	0
"lysine"	"lysine"	"Group"	"RYGB"	-0.0406048589188595	0.186704155718925	0.831486473357045	0.913704352252425	"CPLM"	1.01	15	15	0
"1-oleoyl-2-linoleoyl-GPE (18:1/18:2)*"	"1-oleoyl-2-linoleoyl-GPE (18:1/18:2)*"	"Group"	"RYGB"	0.0743190753078058	0.346701500018975	0.833865400839355	0.915464531396795	"CPLM"	1.99	15	15	0
"myristoleoylcarnitine (C14:1)*"	"myristoleoylcarnitine (C14:1)*"	"Group"	"RYGB"	0.0287199839022594	0.142652224729003	0.843813898456239	0.922089770298191	"CPLM"	1.99	15	15	0
"N-acetylkynurenine (2)"	"N-acetylkynurenine (2)"	"Group"	"RYGB"	-0.0421052393208899	0.213319525855683	0.846833163268465	0.922953372302926	"CPLM"	1.99	15	15	0
"1-stearoyl-GPI (18:0)"	"1-stearoyl-GPI (18:0)"	"Group"	"RYGB"	-0.0490966983534252	0.248940914562744	0.846954665075944	0.922953372302926	"CPLM"	1.99	15	15	0
"cytidine"	"cytidine"	"Group"	"RYGB"	0.0356880709879223	0.186182713180348	0.851195695072895	0.926059329014307	"CPLM"	1.99	15	15	0
"malonate"	"malonate"	"Group"	"RYGB"	-0.0500328899991671	0.282698292986632	0.862473519230011	0.929565107077752	"CPLM"	1.704	15	15	0
"stearoylcholine*"	"stearoylcholine*"	"Group"	"RYGB"	-0.0554305920388517	0.313237438263475	0.862491224139205	0.929565107077752	"CPLM"	1.99	15	15	0
"1-arachidonoyl-GPE (20:4n6)*"	"1-arachidonoyl-GPE (20:4n6)*"	"Group"	"RYGB"	0.0357965117348059	0.201505068834682	0.861964639968303	0.929565107077752	"CPLM"	1.99	15	15	0
"1-(1-enyl-palmitoyl)-2-oleoyl-GPC (P-16:0/18:1)*"	"1-(1-enyl-palmitoyl)-2-oleoyl-GPC (P-16:0/18:1)*"	"Group"	"RYGB"	-0.0452371440351207	0.252833159161008	0.860985106417754	0.929565107077752	"CPLM"	1.879	15	15	0
"gamma-glutamylphenylalanine"	"gamma-glutamylphenylalanine"	"Group"	"RYGB"	0.0423632836152393	0.246386947845768	0.866351812731318	0.932872427237196	"CPLM"	1.99	15	15	0
"tyrosine"	"tyrosine"	"Group"	"RYGB"	0.024960130950681	0.153299884812821	0.873370684822077	0.938656566861623	"CPLM"	1.99	15	15	0
"ethylmalonate"	"ethylmalonate"	"Group"	"RYGB"	0.0274198061264601	0.169410568129041	0.874113967612224	0.938656566861623	"CPLM"	1.99	15	15	0
"N-glycolylneuraminate"	"N-glycolylneuraminate"	"Group"	"RYGB"	-0.0358754057125806	0.239449799292515	0.883391923208608	0.944315504119546	"CPLM"	1.99	15	15	0
"4-ethylphenyl sulfate"	"4-ethylphenyl sulfate"	"Group"	"RYGB"	-0.113137292843301	0.754863134429941	0.88335057503719	0.944315504119546	"CPLM"	1.99	15	15	0
"ergothioneine"	"ergothioneine"	"Group"	"RYGB"	-0.1131372928433	0.744994808175356	0.881818144195661	0.944315504119546	"CPLM"	1.99	15	15	0
"homostachydrine*"	"homostachydrine*"	"Group"	"RYGB"	-0.113137292843303	0.791126165042912	0.888657186117484	0.949082652081955	"CPLM"	1.99	15	15	0
"2-methylbutyrylcarnitine (C5)"	"2-methylbutyrylcarnitine (C5)"	"Group"	"RYGB"	-0.0243673835291557	0.177205784221532	0.892908830988527	0.951897378194104	"CPLM"	1.99	15	15	0
"dihomo-linolenoylcarnitine (C20:3n3 or 6)*"	"dihomo-linolenoylcarnitine (C20:3n3 or 6)*"	"Group"	"RYGB"	-0.031675170858342	0.233068687170319	0.894149733275283	0.952275832509639	"CPLM"	1.99	15	15	0
"1-palmitoyl-2-docosahexaenoyl-GPC (16:0/22:6)"	"1-palmitoyl-2-docosahexaenoyl-GPC (16:0/22:6)"	"Group"	"RYGB"	-0.0217700124333115	0.162383637023103	0.895573159538593	0.952275832509639	"CPLM"	1.99	15	15	0
"1-stearoyl-2-linoleoyl-GPI (18:0/18:2)"	"1-stearoyl-2-linoleoyl-GPI (18:0/18:2)"	"Group"	"RYGB"	0.0280744242210797	0.209642601100849	0.895688983379185	0.952275832509639	"CPLM"	1.99	15	15	0
"docosapentaenoate (n6 DPA; 22:5n6)"	"docosapentaenoate (n6 DPA; 22:5n6)"	"Group"	"RYGB"	0.0342950659360915	0.262410801545642	0.898184136596392	0.953208029649144	"CPLM"	1.99	15	15	0
"oleoyl-arachidonoyl-glycerol (18:1/20:4) [1]*"	"oleoyl-arachidonoyl-glycerol (18:1/20:4) [1]*"	"Group"	"RYGB"	0.0299281221057101	0.227550170623039	0.897540840675462	0.953208029649144	"CPLM"	1.99	15	15	0
"sphingomyelin (d18:2/21:0, d16:2/23:0)*"	"sphingomyelin (d18:2/21:0, d16:2/23:0)*"	"Group"	"RYGB"	-0.0376736549709937	0.294146024238827	0.900208589587954	0.954496596340783	"CPLM"	1.01	15	15	0
"galactitol (dulcitol)"	"galactitol (dulcitol)"	"Group"	"RYGB"	0.0261492708147028	0.216122459738453	0.905699057918452	0.958592533897517	"CPLM"	1.01	15	15	0
"methylmalonate (MMA)"	"methylmalonate (MMA)"	"Group"	"RYGB"	-0.0207375636754604	0.173827965683189	0.907012139561258	0.959120556914867	"CPLM"	1.141	15	15	0
"dihydroorotate"	"dihydroorotate"	"Group"	"RYGB"	0.0344865721826536	0.295600569675651	0.90905443524368	0.960418049073592	"CPLM"	1.99	15	15	0
"alpha-ketoglutaramate*"	"alpha-ketoglutaramate*"	"Group"	"RYGB"	0.0263144030954953	0.23855149246526	0.913987611846159	0.964572347809059	"CPLM"	1.99	15	15	0
"3-methylglutaconate"	"3-methylglutaconate"	"Group"	"RYGB"	-0.022847572910666	0.209796849941704	0.91507905111149	0.964572347809059	"CPLM"	1.99	15	15	0
"C-glycosyltryptophan"	"C-glycosyltryptophan"	"Group"	"RYGB"	0.0249481814343227	0.237613487084448	0.918114511182266	0.965819173980303	"CPLM"	1.99	15	15	0
"anserine"	"anserine"	"Group"	"RYGB"	0.0316952063785987	0.318771475252408	0.92243919550818	0.966216121614882	"CPLM"	1.99	15	15	0
"malonylcarnitine"	"malonylcarnitine"	"Group"	"RYGB"	-0.0169748683907925	0.175131912687096	0.92438503315787	0.966216121614882	"CPLM"	1.99	15	15	0
"glycosyl-N-palmitoyl-sphingosine (d18:1/16:0)"	"glycosyl-N-palmitoyl-sphingosine (d18:1/16:0)"	"Group"	"RYGB"	-0.032360672347428	0.320743970069045	0.921301896170497	0.966216121614882	"CPLM"	1.99	15	15	0
"2'-deoxycytidine"	"2'-deoxycytidine"	"Group"	"RYGB"	0.0160402458154831	0.157430248220449	0.920528341650743	0.966216121614882	"CPLM"	1.01	15	15	0
"5-methylthioribose"	"5-methylthioribose"	"Group"	"RYGB"	-0.0196560874358744	0.207503911505654	0.92609557718068	0.967145913048618	"CPLM"	1.99	15	15	0
"deoxycholate"	"deoxycholate"	"Group"	"RYGB"	-0.0485813860162281	0.52417694066742	0.927686125176691	0.967948853373022	"CPLM"	1.99	15	15	0
"glutamine"	"glutamine"	"Group"	"RYGB"	0.018786567621912	0.225902036139238	0.935093529634444	0.973092029955278	"CPLM"	1.99	15	15	0
"palmitoyl-oleoyl-glycerol (16:0/18:1) [1]*"	"palmitoyl-oleoyl-glycerol (16:0/18:1) [1]*"	"Group"	"RYGB"	0.0205274426932661	0.253148596767854	0.936708309074695	0.97391208127978	"CPLM"	1.99	15	15	0
"gamma-glutamylisoleucine*"	"gamma-glutamylisoleucine*"	"Group"	"RYGB"	0.0157510902670405	0.200363300987435	0.938636406639275	0.974378183133621	"CPLM"	1.99	15	15	0
"ribitol"	"ribitol"	"Group"	"RYGB"	-0.0116849601087611	0.149064507804152	0.938810898010747	0.974378183133621	"CPLM"	1.99	15	15	0
"homoarginine"	"homoarginine"	"Group"	"RYGB"	-0.0254687416936407	0.351423251502501	0.943419342094633	0.977340955035399	"CPLM"	1.107	15	15	0
"N-acetylcitrulline"	"N-acetylcitrulline"	"Group"	"RYGB"	0.0246382942657534	0.342487288505889	0.943835329340818	0.977340955035399	"CPLM"	1.99	15	15	0
"2-hydroxyheptanoate*"	"2-hydroxyheptanoate*"	"Group"	"RYGB"	-0.00931344208747168	0.130203815885403	0.944154504949307	0.977340955035399	"CPLM"	1.01	15	15	0
"3-hydroxyoleate*"	"3-hydroxyoleate*"	"Group"	"RYGB"	0.0213159515960169	0.306641182503076	0.94572520997586	0.978107372565024	"CPLM"	1.99	15	15	0
"5-(galactosylhydroxy)-L-lysine"	"5-(galactosylhydroxy)-L-lysine"	"Group"	"RYGB"	-0.0225350153505741	0.358171473194725	0.950868590265541	0.97998530125355	"CPLM"	1.99	15	15	0
"stachydrine"	"stachydrine"	"Group"	"RYGB"	-0.0544745210165744	0.862886352885579	0.95070191272105	0.97998530125355	"CPLM"	1.99	15	15	0
"1-stearoyl-2-oleoyl-GPE (18:0/18:1)"	"1-stearoyl-2-oleoyl-GPE (18:0/18:1)"	"Group"	"RYGB"	0.0232093225963856	0.435743470846023	0.958398228817106	0.985159784944634	"CPLM"	1.99	15	15	0
"spermidine"	"spermidine"	"Group"	"RYGB"	0.0164330181028875	0.345065629692412	0.962800210968344	0.985627430548934	"CPLM"	1.265	15	15	0
"1-stearoyl-2-linoleoyl-GPE (18:0/18:2)*"	"1-stearoyl-2-linoleoyl-GPE (18:0/18:2)*"	"Group"	"RYGB"	-0.0117346709099763	0.266066799787801	0.96554673586882	0.985627430548934	"CPLM"	1.99	15	15	0
"sphingosine 1-phosphate"	"sphingosine 1-phosphate"	"Group"	"RYGB"	0.00910162925757225	0.202226291475983	0.964841902865463	0.985627430548934	"CPLM"	1.99	15	15	0
"2,6-dihydroxybenzoic acid"	"2,6-dihydroxybenzoic acid"	"Group"	"RYGB"	0.0181527458949332	0.364273889282246	0.961075570760862	0.985627430548934	"CPLM"	1.99	15	15	0
"allantoic acid"	"allantoic acid"	"Group"	"RYGB"	0.0131319045789688	0.311830942322642	0.96710180138073	0.986360105650649	"CPLM"	1.99	15	15	0
"2-aminoadipate"	"2-aminoadipate"	"Group"	"RYGB"	-0.00832759296840683	0.269679514740294	0.975873217278584	0.992909843286778	"CPLM"	1.99	15	15	0
"dodecadienoate (12:2)*"	"dodecadienoate (12:2)*"	"Group"	"RYGB"	0.00604024158260457	0.197069456917078	0.976052290769175	0.992909843286778	"CPLM"	1.99	15	15	0
"10-nonadecenoate (19:1n9)"	"10-nonadecenoate (19:1n9)"	"Group"	"RYGB"	-0.00665791040282528	0.229707426657119	0.977353573272647	0.993375762998428	"CPLM"	1.99	15	15	0
"1-(1-enyl-palmitoyl)-2-linoleoyl-GPC (P-16:0/18:2)*"	"1-(1-enyl-palmitoyl)-2-linoleoyl-GPC (P-16:0/18:2)*"	"Group"	"RYGB"	-0.00481735407355718	0.201623903130152	0.981330854733146	0.996558402479006	"CPLM"	1.01	15	15	0
"argininosuccinate"	"argininosuccinate"	"Group"	"RYGB"	-0.0097116630477451	0.43077614387276	0.982384103291257	0.99676871117752	"CPLM"	1.99	15	15	0
"taurohyodeoxycholic acid"	"taurohyodeoxycholic acid"	"Group"	"RYGB"	-0.0162489370579937	0.759303211618691	0.983278452859512	0.996817570971174	"CPLM"	1.99	15	15	0
"mannonate*"	"mannonate*"	"Group"	"RYGB"	-0.00591081378110698	0.314363163828932	0.985307674160762	0.998015855684761	"CPLM"	1.343	15	15	0
"3-methylhistidine"	"3-methylhistidine"	"Group"	"RYGB"	0.00368065375145025	0.247559531218786	0.98838201996829	0.998043831028227	"CPLM"	1.99	15	15	0
"cystine"	"cystine"	"Group"	"RYGB"	-0.00610691862720307	0.423216412184156	0.988724236680764	0.998043831028227	"CPLM"	1.537	15	15	0
"2-aminoheptanoate"	"2-aminoheptanoate"	"Group"	"RYGB"	0.00280398203825817	0.162653861061988	0.986529299077686	0.998043831028227	"CPLM"	1.99	15	15	0
"p-cresol glucuronide*"	"p-cresol glucuronide*"	"Group"	"RYGB"	0.00240838828748958	0.228414909477808	0.991760592419875	0.998611624753662	"CPLM"	1.99	15	15	0
"stearidonate (18:4n3)"	"stearidonate (18:4n3)"	"Group"	"RYGB"	-0.00384766453712697	0.464382663560537	0.993525317666632	0.998611624753662	"CPLM"	1.99	15	15	0
"serine"	"serine"	"Group"	"RYGB"	-0.000249887636647036	0.166107619276069	0.998824405123417	0.99900003015444	"CPLM"	1.01	15	15	0
"caprate (10:0)"	"caprate (10:0)"	"Group"	"RYGB"	0.000808505868573859	0.16158818018779	0.996090022395626	0.99900003015444	"CPLM"	1.01	15	15	0
"N6-carbamoylthreonyladenosine"	"N6-carbamoylthreonyladenosine"	"Group"	"RYGB"	0.000514688857871428	0.19687501712315	0.997957056913043	0.99900003015444	"CPLM"	1.99	15	15	0
